title,image_url,page_url,description
R2 Online,https://iwant.games/wp-content/uploads/r2-online-thumb-400x600.jpg,https://iwant.games/r2-online/,"R2 Online (или Reign of Revolution) — бесплатная MMORPG в стиле аниме и фэнтези. Пользователям предстоит участвовать в зрелищных PvP боях, защищать крепости и участвовать в осадах. Игрокам придется постоянно сражаться с соперниками: они нападают неожиданно. Начеку нужно быть всегда, особенно за пределами города."
The Mirror Lied,https://iwant.games/wp-content/uploads/the-mirror-lied-thumb-400x600.jpg,https://iwant.games/the-mirror-lied/,"The Mirror Lied — небольшая повествовательная сюрреалистическая история от Kan (Reives) Gao — создателя серии To the Moon. Игра расскажет историю маленькой девочки Лии, которая исследует свой дом, разгадывает загадки и получает странные сообщения по телефону о приближении некой птички. "
S.T.A.L.K.E.R.: (Чистое небо),https://iwant.games/wp-content/uploads/stalker-clear-sky-thumb-400x600.jpg,https://iwant.games/stalker-clear-sky/,"«S.T.A.L.K.E.R.: Чистое небо» — сюжетный экшен-шутер с элементами RPG, являющийся приквелом первой игры серии S.T.A.L.K.E.R. (Тень Чернобыля). Задача игрока – выжить при выполнении различных миссий, преодолевая препятствия и захватывая базы врагов."
Spore,https://iwant.games/wp-content/uploads/spore-thumb-400x600.jpg,https://iwant.games/spore/,"Игра SPORE – это своеобразный проект, в котором игрокам предстоит сначала создать свой мир, а потом всех существ, его наполняющих. Постепенно они будут развиваться по выбранному вами направлению, эволюционируя во что-то необычное и уникальное."
Perfect World,https://iwant.games/wp-content/uploads/perfect-world-thumb-400x600.jpg,https://iwant.games/perfect-world/,"Perfect World – это бесплатная многопользовательская ролевая онлайн-игра (MMORPG) с видом от третьего лица. Причём камера может вращаться в любой плоскости и на любом отделении относительно героя. ""Идеальный мир"" это Китай, наполненный волшебством со всеми традициями, и при этом полностью социализированный."
World of Goo,https://iwant.games/wp-content/uploads/world-of-goo-thumb-400x600.jpg,https://iwant.games/world-of-goo/,"World of Goo - захватывающая логическая игра для всей семьи, основанная на физике. Суть игры заключается в том, чтобы переправить шарики Гуу в трубу, которая является выходом с уровня. Для этого нужно построить конструкцию из этих шариков, минуя различные препятствия в виде обрывов, шипов и т.д."
Fallout 3,https://iwant.games/wp-content/uploads/fallout-3-thumb-400x600.jpg,https://iwant.games/fallout-3/,"Fallout 3 — одиночная ролевая игра от первого или третьего лица в постапокалиптическом мире будущего, пережившем ядерную войну, продолжение серии игр Fallout."
Mirror’s Edge,https://iwant.games/wp-content/uploads/mirrors-edge-thumb-400x600.jpg,https://iwant.games/mirrors-edge/,"Mirror's Edge — динамичная однопользовательская игра в жанре action-adventure с видом от первого лица. Главная героиня — специально обученный курьер, «Бегущий». Выполняя поручения по доставке сообщений в обход органов надзора, курьеры должны полагаться главным образом на свою скорость и ловкость."
World of Warcraft: Wrath of the Lich King,https://iwant.games/wp-content/uploads/world-of-warcraft-wrath-of-the-lich-king-thumb-400x600.jpg,https://iwant.games/world-of-warcraft-wrath-of-the-lich-king/,"World of Warcraft: Wrath of the Lich King — 2-е дополнение к MMORPG игре World of Warcraft, вышедшее в 13 ноября 2008 года."
Left 4 Dead,https://iwant.games/wp-content/uploads/left-4-dead-thumb-400x600.jpg,https://iwant.games/left-4-dead/,"Мало кто из поклонников шутеров не знаком с игрой Left 4 Dead. Данный олдскульный зомби-экшн стал одним из первых проектов своей тематики, представив игрокам возможность в кооперативе расправляться с ходячими мертвецами. Мрачная атмосфера, огромное количество доступного оружия, разные типы противников – настоящий челлендж для фанатов сеттинга."
Need for Speed: Undercover,https://iwant.games/wp-content/uploads/need-for-speed-undercover-thumb-400x600.jpg,https://iwant.games/need-for-speed-undercover/,"Need for Speed: Undercover (рус. «Жажда скорости: Под прикрытием») — следующая игра в гоночной серии NFS. По сюжету, ФБР нанимает в качестве агента под прикрытием, чтобы разоблачить международный криминальный синдикат. Главными особенностями игры являются: новый режим «Битва на шоссе», «Криминальные задания» и улучшение навыков вождения. "
Lineage 2,https://iwant.games/wp-content/uploads/lineage-2-thumb-400x600.jpg,https://iwant.games/lineage-2/,"Lineage II — легендарная MMORPG-игра южнокорейской компании NCSoft. Завоёвывать свою аудиторию данная игра, также известная, как «линейка», начала 1 октября 2003 года и не теряет своей популярности по сей день."
Plants vs. Zombies,https://iwant.games/wp-content/uploads/plants-vs-zombies-thumb-400x600.jpg,https://iwant.games/plants-vs-zombies/,"Plants vs. Zombies (рус. ""Растения против Зомби"") – одиночная двухмерная стратегия компьютерная игра в жанре tower defence, в которой игроку предстоит принять участие в сражениях между растениями и зомби."
Killing Floor,https://iwant.games/wp-content/uploads/killing-floor-thumb-400x600.jpg,https://iwant.games/killing-floor/,"Killing Floor — кровавый survival-horror шутер от 1-го лица с кооперативным режимом на 6-х игроков. По сюжету, учёный Кевин Клэмели хочет захватить весь с помощью своей ручной армии безумных клонов-суперсолдат, подчиняющихся только его воле. Игрокам в роли обычных выживших предстоит сражаться с толпами монстров, чтобы в итоге добраться до их создателя и остановить."
Batman: Arkham Asylum,https://iwant.games/wp-content/uploads/batman-arkham-asylum-thumb-400x600.jpg,https://iwant.games/batman-arkham-asylum/,"Batman: Arkham Asylum (рус. «Бэтмен: Лечебница Аркхэм») — приключенческий экшен от 3-го лица с элементами стелса, действие которого разворачивается во вселенной DC Comics. По сюжету Бэтмену необходимо доставить Джокера в Психиатрическую клинику Аркхема, однако другие злодеи устраивают ему ловушку и захватывают здание. Игроку предстоит разобраться с бандой Джокера и восстановить порядок."
Spelunky,https://iwant.games/wp-content/uploads/spelunky-thumb-468x702.jpg,https://iwant.games/spelunky/,"Spelunky – приключенческий 2D-экшен с элементами roguelike, где игроку предстоит исследовать подземелья в поисках сокровищ, избегая ловушек, и сражаться с монстрами."
Need for Speed: Shift,https://iwant.games/wp-content/uploads/need-for-speed-shift-thumb-400x600.jpg,https://iwant.games/need-for-speed-shift/,"Need for Speed Shift — гоночный симулятор, следующая игра в серии NFS, больше ориентированная на реализм и физику при вождении, а не аркадность. Разработчики обещают столкновения и разрушения, влияющие на ваш автомобиль также, как и в реальной жизни, а режим тюнинга поможет уникализировать машину до мелких деталей. "
Аллоды Онлайн,https://iwant.games/wp-content/uploads/allods-online-thumb-400x600.jpg,https://iwant.games/allods-online/,"Аллоды Онлайн — многопользовательская онлайн-игра в жанре action и RPG, продолжение одноимённой серии русских фэнтези-игр. Примкнув к одной из фракций, игрок сможет участвовать в свержении богов, стать спасителем народов, сражаться на аренах — и всё это в антураже с древнерусским или советским колоритом."
S.T.A.L.K.E.R. (Зов Припяти),https://iwant.games/wp-content/uploads/stalker-call-of-pripyat-thumb-1-400x600.jpg,https://iwant.games/stalker-call-of-pripyat/,"S.T.A.L.K.E.R.: Зов Припяти – игра в жанре шутер с исполнением от первого лица, продолжение известной серии игр о Сталкере. Главный герой – майор Александр Дегтярев отправляется в Зону после уничтожения Стрелком мрачного проекта «О-Сознание»."
Machinarium,https://iwant.games/wp-content/uploads/machinarium-thumb-400x600.jpg,https://iwant.games/machinarium/,Machinarium («Машинариум») — приключенческая игра-головоломка в стиле «point-and-click» от создателей таких популярных игр как Samorost и Botanicula. 
League of Legends,https://iwant.games/wp-content/uploads/league-of-legends-thumb-400x600.jpg,https://iwant.games/league-of-legends/,"League of Ledends (LoL) (рус. «Лига Легенд») — бесплатная онлайн игра в жанре MOBA, где необходимо прокачать выбранного персонажа на максимум, зарабатывая деньги и убивая врагов. Для победы нужно уничтожить все защитные башни и разбить нексус, тогда игра считается выигранной."
Torchlight,https://iwant.games/wp-content/uploads/torchlight-thumb-400x600.jpg,https://iwant.games/torchlight/,"Torchlight - одиночная ролевая игра с элементами hack and slash. Она повествует о герое, который попал в шахтёрский городок на безымянной горе. В шахтах добывают магический ресурс Ember."
Borderlands,https://iwant.games/wp-content/uploads/borderlands-thumb-400x600.jpg,https://iwant.games/borderlands/,"Borderlands — научно-фантастический шутер от первого лица с элементами RPG, в который можно поиграть в одиночку, вдвоём или в кооперативном режиме. Храбрые исследователи новых земель отправятся колонизировать планету Пандора. В поисках ценных ресурсов или технологий, которые позволят им разбогатеть, они столкнутся с серьёзными опасностями, поджидающими на новом месте."
Need for Speed: Nitro,https://iwant.games/wp-content/uploads/need-for-speed-nitro-thumb-400x600.jpg,https://iwant.games/need-for-speed-nitro/,"Need for Speed: Nitro — гоночная игра в серии NFS, созданная специально для Nintendo DS и Wii. Ключевыми особенностями стал немного «детский» визуальный стиль, «шкала нитро-ускорения», пополняемая за очки стиля или дрифта, а также мультиплеер на 12 игроков. В игре нет карьерного режима, а системы кастомизации очень примитивные."
Left 4 Dead 2,https://iwant.games/wp-content/uploads/left-4-dead-2-thumb-400x600.jpg,https://iwant.games/left-4-dead-2/,"Left 4 Dead 2 – это продолжение культового шутера от 1-го лица, в котором игрокам предоставляется возможность попробовать себя в роли выжившего в мире, охваченным хаосом. Не так давно в США случилась вспышка эпидемии, которая может привести к тотальному вымиранию всего живого. Нам предстоит этому помешать или хотя бы попытаться выбраться из некогда спокойных, а ныне охваченных хаосом мест, отстреливаясь от толп мертвецов."
Assassin’s Creed 2,https://iwant.games/wp-content/uploads/assassins-creed-2-thumb-400x600.jpg,https://iwant.games/assassins-creed-2/,"Assassin's Creed 2 (рус. «Кредо ассасина 2») — это продолжение популярной приключенческой серии Assassin's Creed, разработанной компанией Ubisoft. Сюжет игры разворачивается в Италии эпохи Возрождения конца 15 века. Главный герой — Эцио Аудиторе, молодой итальянский аристократ, становится членом таинственного братства убийц после того, как его семья становится жертвой заговора. Эцио отправляется в путешествие по Италии, чтобы раскрыть заговор и отомстить за свою семью."
Agatha Christie — The ABC Murders,https://iwant.games/wp-content/uploads/agatha-christie-the-abc-murders-thumb-400x600.jpg,https://iwant.games/agatha-christie-the-abc-murders/,Agatha Christie - The ABC Murders (рус. «Агата Кристи. Убийства по алфавиту») — приключенческий детектив про сыщика Эркюля Пуаро по мотивам классического романа Агаты Кристи.
Point Blank,https://iwant.games/wp-content/uploads/point-blank-thumb-400x600.jpg,https://iwant.games/point-blank/,"Point Blank — ММО-шутер от первого лица. В игре полностью запрещены читы, игроки сражаются друг с другом только честно. Пользователи развивают своих персонажей, участвуют в сражениях с противниками. Для боев используют современное оружие: дробовики, снайперские винтовки, осколочные гранаты."
Aion,https://iwant.games/wp-content/uploads/aion-thumb-400x600.jpg,https://iwant.games/aion/,"Aion - одна из лучших бесплатных фэнтези-представительниц MMORPG. Противостояние Ангелов, Демонов и драконоподобных Балауров в огромном мире увлекает игроков многих стран с 2008 года. Несмотря на возраст, игра не теряет своей популярности благодаря своей уникальной атмосфере."
BioShock 2,https://iwant.games/wp-content/uploads/bioshock-2-thumb-400x600.jpg,https://iwant.games/bioshock-2/,"BioShock 2 – это сюжетное продолжение предыдущей части, также выполненное в формате шутера от 1-го лица с элементами RPG. Основным отличием от приквела является главный герой – теперь это самый первый Большой Папочка, обладающий собственным разумом и волей."
Metro 2033,https://iwant.games/wp-content/uploads/metro-2033-thumb-400x600.jpg,https://iwant.games/metro-2033/,"Metro 2033 (рус. ""Метро 2033"") - компьютерная игра в жанре шутера от первого лица, постапокалипсиса и Survival Horror. Цель игрока – пробраться через тоннели метрополитена, чтобы на поверхности сообщить людям о надвигающейся угрозе."
Aika 2,https://iwant.games/wp-content/uploads/aika-2-thumb-400x600.jpg,https://iwant.games/aika-2/,"Aika 2 (Aika Online) — многопользовательская фэнтезийная онлайн-игра в жанре action/RPG. Человечество сражается против зерек – безжалостной расы, назначенной судьями людей. Получится ли у людей одержать победу в этой войне?"
Tom Clancy’s Splinter Cell: Conviction,https://iwant.games/wp-content/uploads/tom-clancys-splinter-cell-conviction-thumb-400x600.jpg,https://iwant.games/tom-clancys-splinter-cell-conviction/,"Tom Clancy's Splinter Cell: Conviction — пятая игра в стелс-экшен серии Splinter Cell. Сэм Фишер вернулся к расследованию убийства дочери, а его бывшее начальство предало его и объявило в розыск за преступления, которые он не совершал."
Red Dead Redemption,https://iwant.games/wp-content/uploads/red-dead-redemption-thumb-400x600.jpg,https://iwant.games/red-dead-redemption/,"Red Dead Redemption — приключенческий экшен от 3-го лица с открытым миром в сеттинге вестерна, действие которого разворачивается в Америке 1911 года, продолжение игры Red Dead Revolver. Главный герой игры — бывший бандит Джон Марстон — теперь работает на правительство, которое поручило ему привести живыми или мёртвыми его бывших собратьев, среди которых очень близкие друзья; в противном случае — пострадает семья самого Джона."
StarCraft 2: Wings of Liberty,https://iwant.games/wp-content/uploads/starcraft-ii-wings-of-liberty-thumb-400x600.jpg,https://iwant.games/starcraft-2-wings-of-liberty/,"StarCraft II: Wings of Liberty - сиквел-трилогия, продолжение легендарной космической стратегии от Blizzard."
Need for Speed: World,https://iwant.games/wp-content/uploads/need-for-speed-world-thumb-400x600.jpg,https://iwant.games/need-for-speed-world/,"Need for Speed: World (Need for Speed World Online) — бесплатная гоночная онлайн игра из серии NFS, позволяющая игрокам со всего мира соревноваться друг с другом в скорости. Игрок сможет свободно путешествовать по открытому совмещённому миру Most Wanted и Carbon, участвуя в любых типах гонок, зарабатывая внутриигровую валюту для покупки новых машин, деталей и улучшений."
Mafia 2,https://iwant.games/wp-content/uploads/mafia-2-thumb-400x600.jpg,https://iwant.games/mafia-2/,"Mafia II (рус. «Мафия 2») – компьютерная игра в жанре приключенческого боевика. Задача игрока – выполнять миссии, чтобы стать частью мафиозного клана."
Lara Croft and the Guardian of Light,https://iwant.games/wp-content/uploads/lara-croft-and-the-guardian-of-light-thumb-400x600.jpg,https://iwant.games/lara-croft-and-the-guardian-of-light/,"Lara Croft and the Guardian of Light — изометрическая экшен-приключенческая игра в сеттинге фэнтези для одного или двух игроков с Ларой Крофт в главной роли. Ей предстоит исследовать мир и разгадывать множество тайн, преодолевая трудности на своём пути."
Мир Танков,https://iwant.games/wp-content/uploads/world-of-tanks-thumb-1-400x600.jpg,https://iwant.games/world-of-tanks/,"Мир Танков — это танковая клиентская онлайн игра симулятор, в которую играют огромная масса людей абсолютно разного возраста."
Final Fantasy XIV,https://iwant.games/wp-content/uploads/final-fantasy-xiv-thumb-400x600.jpg,https://iwant.games/final-fantasy-xiv/,"Final Fantasy XIV – фэнтезийная MMORPG, одна из частей франшизы Final Fantasy. Игрок создаёт своего персонажа, развивает его, участвует в сражениях, попутно исследуя удивительный и красочный мир игровой вселенной."
Karos Online,https://iwant.games/wp-content/uploads/karos-online-thumb-400x600.jpg,https://iwant.games/karos-online/,"Karos Online – бесплатная классическая фэнтезийная MMORPG о противостоянии Светлых и Темных сил в борьбе за энергетическую материю Флетта. Игра бесплатная, но для быстрой прокачки персонажа можно использовать донат."
Arcania: Gothic 4,https://iwant.games/wp-content/uploads/arcania-gothic-4-thumb-400x600.jpg,https://iwant.games/arcania-gothic-4/,"Arcania: Gothic 4 – это спин-офф, который сюжетно с предыдущими частями серии связан лишь косвенно. Теперь под управление игрока попадает абсолютно новый персонаж, которому открывается свобода действий и возможность, так или иначе, повлиять на судьбу целого фэнтези-мира."
Fallout: New Vegas,https://iwant.games/wp-content/uploads/fallout-new-vegas-thumb-1-400x600.jpg,https://iwant.games/fallout-new-vegas/,Fallout: New Vegas — это одиночная экшен-ролевая игра с открытым миром в постапокалиптическом сеттинге.
Stronghold Kingdoms,https://iwant.games/wp-content/uploads/stronghold-kingdoms-thumb-400x600.jpg,https://iwant.games/stronghold-kingdoms/,"Stronghold Kingdoms — ММО стратегия в реальном времени (MMORTS) во средневековой серии Stronghold, позволяющая игрокам со всего мира участвовать в глобальной игре с тысячами игроков, отстраивая свой замок, заключая союзы и сражаясь за территорию."
Harry Potter and the Deathly Hallows: Part 1,https://iwant.games/wp-content/uploads/harry-potter-and-the-deathly-hallows-part-1-thumb-400x600.jpg,https://iwant.games/harry-potter-and-the-deathly-hallows-part-1/,"Harry Potter and the Deathly Hallows: Part 1 (рус. «Гарри Поттер и Дары Смерти: Часть 1») — приключенческий экшен от 3-го лица, седьмая игра в серии игр про «Гарри Поттера». По сюжету главные герои — Гарри, Рон и Гермиона — отправляются в опасное путешествие в поисках Крестражей — волшебных предметов, в которых Волан-де-Морт спрятал частички своей расколотой души. "
Assassin’s Creed: Brotherhood,https://iwant.games/wp-content/uploads/assassins-creed-brotherhood-thumb-400x600.jpg,https://iwant.games/assassins-creed-brotherhood/,"Assassin's Creed: Brotherhood (рус. «Кредо ассасина: Братство» / «Братство крови») — приключенческий стелс-экшен от 3-го лица, третья игра в серии Assassin's Creed и прямое продолжение событий Assassin's Creed II."
Need for Speed: Hot Pursuit (2010),https://iwant.games/wp-content/uploads/need-for-speed-hot-pursuit-2010-thumb-400x600.jpg,https://iwant.games/need-for-speed-hot-pursuit-2010/,"Need for Speed: Hot Pursuit (рус. «Жажда скорости: По горячим следам») — гоночный симулятор, продолжение серии NFS, перезапуск игры Need for Speed 3: Hot Pursuit. Ключевой особенностью игры станут погони, причём игрок сможет выступить и в роли гонщика-нарушителя, и в роли полицейского преследователя. За обе стороны в игре предусмотрены одиночные кампании; сетевой режим также присутствует."
Super Meat Boy,https://iwant.games/wp-content/uploads/super-meat-boy-thumb-400x600.jpg,https://iwant.games/super-meat-boy/,"Super Meat Boy – однопользовательская компьютерная игра-платформер. Управляя главным героем – мясным кубиком, нужно помочь ему благополучно обойти все препятствия и ловушки, чтобы тот смог добраться до своей подружки."
World of Warcraft: Cataclysm,https://iwant.games/wp-content/uploads/world-of-warcraft-cataclysm.jpg,https://iwant.games/world-of-warcraft-cataclysm/,World of Warcraft: Cataclysm - 3-е дополнение к популярной MMORPG игре World of Warcraft.
DC Universe Online,https://iwant.games/wp-content/uploads/dc-universe-online-thumb-400x600.jpg,https://iwant.games/dc-universe-online/,"DC Universe Online — бесплатный супергеройский ММО-экшен от 3-го во вселенной DC, в котором игроку предстоит сыграть за одного из популярных персонажей известной вселенной кино и комиксов. "
Dungeons,https://iwant.games/wp-content/uploads/dungeons-thumb-400x600.jpg,https://iwant.games/dungeons/,"Dungeons — фэнтезийная стратегия в реальном времени в жанре «Хранителя подземелий», во-многом наследующий визуальный стиль и геймплей Dungeon Keeper 2. По сюжету Властелина подземелий хитростью лишают власти и выдворяют на самый верхний уровень. "
Beyond Good & Evil HD,https://iwant.games/wp-content/uploads/beyond-good-evil-hd-thumb-400x600.jpg,https://iwant.games/beyond-good-evil-hd/,"Beyond Good & Evil HD – переиздание игры Beyond Good & Evil с улучшенным разрешением 1080p, моделями, анимациями, звуком, трофеями и ачивками."
Tom Clancy’s Splinter Cell 3D,https://iwant.games/wp-content/uploads/tom-clancys-splinter-cell-3d-thumb-400x600.jpg,https://iwant.games/tom-clancys-splinter-cell-3d/,Tom Clancy's Splinter Cell 3D — ремастер игры Splinter Cell: Chaos Theory для консоли Nintendo 3DS.
Shift 2: Unleashed,https://iwant.games/wp-content/uploads/shift-2-unleashed-thumb-400x600.jpg,https://iwant.games/shift-2-unleashed/,"Need for Speed: Shift 2 – Unleashed (рус. «Сдвиг 2: Беспредел») — гоночный автосимулятор, следующая игра в серии NFS и продолжение Need for Speed: Shift 2009 года. Игра уходит от аркадности и нацелена на реалистичность гонок, физики столкновений, заносов и управляемости, а детализированная графика ещё больше способствует этому."
Portal 2,https://iwant.games/wp-content/uploads/portal-2-thumb-400x600.jpg,https://iwant.games/portal-2/,"Portal 2 — логическая платформенная головоломка от 1-го лица в sci-fi сеттинге, продолжение оригинальной игры Portal. Игроку вновь предстоит проходить сложные комнаты с использованием портальной пушки и своей логики. В новой части появились новые элементы для взаимодействия с игроком, добавляющие интересные механики, например проталкивающий,  отталкивающий и преобразующий гели, транспортные воронки, мосты плотного света и другие."
Terraria,https://iwant.games/wp-content/uploads/terraria-thumb-400x600.jpg,https://iwant.games/terraria/,"Terraria (рус. «Террария») – пиксельная инди-песочница с 2D видом сбоку. Игрок оказывается в двумерном мире, где ему предстоит сражаться с врагами, искать сокровища и изучать локации."
Blood and Soul,https://iwant.games/wp-content/uploads/blood-and-soul-thumb-400x600.jpg,https://iwant.games/blood-and-soul/,"Blood and Soul (рус. «Кровь и Душа») - прекрасная MMORPG игра для тех, кто ценит не только увлекательный игровой процесс, но и общение с другими игроками. Сочетает в себе красивую графику, яркие бои, интересные приключения, множество особенностей открытого мира и социальную сеть."
Harry Potter and the Deathly Hallows: Part 2,https://iwant.games/wp-content/uploads/harry-potter-and-the-deathly-hallows-part-2-thumb-400x600.jpg,https://iwant.games/harry-potter-and-the-deathly-hallows-part-2/,"Harry Potter and the Deathly Hallows: Part 2 (рус. «Гарри Поттер и Дары Смерти: Часть 2») — фэнтезийная приключенческая игра про Гарри Поттера, сюжет которой основан на одноименном фильме. Гарри, Рону и Гермионе предстоит найти и уничтожить оставшиеся крестражи, чтобы наконец сразиться с Волан-де-Мортом. "
Love City 3D,https://iwant.games/wp-content/uploads/love-city-3d-thumb-400x600.jpg,https://iwant.games/love-city-3d/,"Love City 3D — онлайн-симулятор реальной жизни молодых людей. В игре пользователям предстоит знакомиться с другими персонажами, общаться с ними и проводить время. Здесь много развлечений: дискотеки, карнавалы, вечеринки, посиделки в барах и кафе, прогулки. Можно закрутить серьезный роман или легкую интригу с любым понравившимся."
LIMBO,https://iwant.games/wp-content/uploads/limbo-thumb-400x600.jpg,https://iwant.games/limbo/,"Limbo (рус. «ЛИМБ») - это одиночная инди-игра в жанре пазл-платформер с элементами survival horror. В ней необходимо продвигаться вперед по вымышленному миру, взаимодействуя с окружением (деревья, ящики и т.д.) и попутно решая различные головоломки"
Deus Ex: Human Revolution,https://iwant.games/wp-content/uploads/deus-ex-human-revolution-thumb-468x702.jpg,https://iwant.games/deus-ex-human-revolution/,"Deus Ex: Human Revolution – одиночная RPG в стиле экшен и стелс с неповторимой атмосферой киберпанк-мира. Реалистичная картина будущего заставляет вздрогнуть: начальная стадия гражданской войны между сторонниками протезирования здоровых людей суперимплантами и противниками подобных действий. Адам Дженсен, глава охраны корпорации Sarif Industries, оказывается в центре столкновения противостоящих сил."
Dead Island,https://iwant.games/wp-content/uploads/dead-island-thumb-400x600.jpg,https://iwant.games/dead-island/,"Dead Island — шутер от первого лица с элементами RPG в жанре survival horror. Задача игроков – выжить, спасаясь от зомби, внезапно появившихся на тропическом острове, и понять, что стало причиной заражения."
"Warhammer 40,000: Space Marine",https://iwant.games/wp-content/uploads/warhammer-40000-space-marine-thumb-400x600.jpg,https://iwant.games/warhammer-40000-space-marine/,"Warhammer 40000: Space Marine — научно-фантастический шутер от 3-го лица во вселенной Warhammer 40000, где игроку в роли космодесантника ордена Ультрамаринов капитана Титуса предстоит сразиться с ордой Орков. В игре есть сетевой режим в формате 8 на 8, где игроки также смогут создать отряд космодесантников фракции Хаоса."
Dungeons: The Dark Lord,https://iwant.games/wp-content/uploads/dungeons-the-dark-lord-thumb-400x600.jpg,https://iwant.games/dungeons-the-dark-lord/,"Dungeons: The Dark Lord — стратегия в реальном времени в духе Хранителя Подземелий, следующая игра в серии Dungeons. "
Payday: The Heist,https://iwant.games/wp-content/uploads/payday-the-heist-thumb-400x600.jpg,https://iwant.games/payday-the-heist/,"Payday: The Heist — шутер от 1-го лица с кооперативом до 4-х игроков, где игрокам предстоит планировать и совершать ограбления. Это могут быть банки, магазины с драгоценными камнями, люди и т.д. На выбор игрока будет 3 класса персонажей: штурмовик, снайпер или поддержка; каждый обладает уникальным набором умений и выполняет определённую роль в преступлении."
Batman: Arkham City,https://iwant.games/wp-content/uploads/batman-arkham-city-thumb2-400x600.jpg,https://iwant.games/batman-arkham-city/,"Batman: Arkham City (рус. «Бэтмен: Аркхэм-Сити») — приключенческий экшен от 3-го лица в открытом мире во вселенной Бэтмена, действие которого разворачивается спустя 18 месяцев после событий Batman: Arkham Asylum. "
Stronghold 3,https://iwant.games/wp-content/uploads/stronghold-3-thumb-400x600.jpg,https://iwant.games/stronghold-3/,"Stronghold 3 — стратегия в реальном времени в сеттинге средневекоья, шестая игра в серии Stronghold. Главным нововведением можно назвать погодные условия и ночные осады, влияющие на тактику ведения боя, а также больший контроль строительства зданий. Графика была улучшена, разрушения стали ещё более реалистичнее. "
To the Moon,https://iwant.games/wp-content/uploads/to-the-moon-thumb-400x600.jpg,https://iwant.games/to-the-moon/,"To the Moon — визуальная новелла от студии Freebird Games, в которой двое докторов дают шанс своим пациентам прожить жизнь заново в своём сознании, воплощая нереализованные мечты, однако такая операция доступна только перед самой смертью. "
L.A. Noire,https://iwant.games/wp-content/uploads/l-a-noire-thumb-400x600.jpg,https://iwant.games/l-a-noire/,"L.A. Noire – это детективная адвенчура, которая отправляет нас в мрачный Лос-Анджелес середины прошлого столетия, бывший весьма опасным местом. Неутихающие гангстерские разборки, постоянные стычки мафии и полиции сделали город центром криминальных войн, с которыми игрокам и предстоит тесно познакомиться."
The Elder Scrolls V: Skyrim,https://iwant.games/wp-content/uploads/the-elder-scrolls-v-skyrim-thumb-400x600.jpg,https://iwant.games/the-elder-scrolls-v-skyrim/,"The Elder Scrolls V: Skyrim — однопользовательская игра с видом от первого лица в жанре Action/RPG, пятая часть в серии The Elder Scrolls. Играть предстоит за Довакина — драконнорожденного, обладающего особым даром Голоса. Путешествуя по обширному открытому миру, полному приключений, главный герой сражается с драконами и другими противниками, встречающимися на каждом шагу."
Assassin’s Creed: Revelations,https://iwant.games/wp-content/uploads/assassins-creed-revelations-thumb-400x600.jpg,https://iwant.games/assassins-creed-revelations/,"Assassin's Creed: Revelations (рус. «Кредо ассасина: Откровения») — четвертая игра в приключенческой серии Assassin's Creed, продолжающая историю ассасина Эцио Аудиторе. На этот раз игроку предстоит отправиться в Константинополь по стопам своего предшественника Альтаира, чтобы разыскать утерянную библиотеку Ордена ассасинов."
Need for Speed: The Run,https://iwant.games/wp-content/uploads/need-for-speed-the-run-thumb-400x600.jpg,https://iwant.games/need-for-speed-the-run/,"Need for Speed: The Run (рус. «Жажда скорости: Побег») — аркадный гоночный симулятор, следующая игра в серии NFS. По сюжету игроку предстоит соревноваться в скорости с мафией в гонке от Сан-Франциско до Нью-Йорка. Некоторые игровые события будут зависеть от выбора игрока, принимаемого во время QTE-заставок."
Minecraft,https://iwant.games/wp-content/uploads/minecraft-thumb-400x600.jpg,https://iwant.games/minecraft/,"Minecraft (рус. ""Майнкрафт"") — компьютерная игра-симулятор в жанре песочницы, при этом включает в себя строительство и элементы экшена. Игровой процесс представляет выживание: накопление ресурсов, строительство дома, исследование мира."
Star Wars: The Old Republic,https://iwant.games/wp-content/uploads/star-wars-the-old-republic-thumb-400x600.jpg,https://iwant.games/star-wars-the-old-republic/,"Star Wars: The Old Republic – это многопользовательская ролевая онлайн игра от третьего лица, в которой присутствует огромный мир с множеством планет, рас и классов. Сюжет проекта основывается на событиях, происходящих за 3000 лет до кинематографической истории. Это позволяет каждому игроку найти собственную линию развития, не опираясь на взаимоотношения ключевых героев в сюжете."
Star Stable,https://iwant.games/wp-content/uploads/star-stable-thumb-400x600.jpg,https://iwant.games/star-stable/,"Star Stable — многопользовательская онлайн-игра. Она сочетает элементы спортивных соревнований и приключений. Зарегистрированные пользователи выбирают себе лошадь, с которой они будут проходить игру. Нужно подобрать масть, породу и другие характеристики. Во время прохождения можно создать полноценный конный клуб с редкими животными."
